date,precipitacion_la_raya_mm,precipitacion_llalli_mm,precipitacion_macusani_mm,precipitacion_sicuani_mm,precipitacion_ccatcca_mm,precipitacion_granja_kayra_mm,precipitacion_paruro_mm,precipitacion_paucartambo_mm,precipitacion_pisac_mm,precipitacion_pomacanchi_mm,precipitacion_urubamba_mm,precipitacion_cirialo_mm,precipitacion_curahuasi_mm,precipitacion_machupicchu_mm,precipitacion_quillabamba_mm,precipitacion_vilcabamba_mm,precipitacion_la_quebrada_mm,precipitacion_huyro_mm,precipitacion_chontachaca_mm,precipitacion_pakitza_mm,precipitacion_quincemil_mm
2000-09-01,47.0,8.0,18.0,19.0,23.7,10.7,0.0,2.7,4.4,22.5,15.6,2.0,15.5,142.5,35.3,110.0,52.2,122.0,496.7,31.0,351.7
2000-10-01,20.0,116.0,104.0,76.0,56.3,49.3,77.7,59.5,41.6,92.3,62.9,56.0,51.5,183.5,50.3,100.0,48.8,152.0,530.7,265.0,358.3
2000-11-01,4.0,23.0,10.0,25.0,14.9,29.3,96.1,0.0,11.0,41.3,18.7,98.0,40.5,113.2,34.7,97.0,53.2,108.0,433.1,254.0,657.2
2000-12-01,33.0,104.0,115.0,93.0,57.2,82.0,114.5,52.7,70.6,138.1,76.0,359.0,124.9,191.6,85.0,103.0,141.0,108.0,513.0,158.0,581.8
2001-01-01,224.0,266.0,195.0,213.0,265.3,233.0,342.6,208.3,211.2,246.0,167.2,209.0,197.2,292.0,288.4,124.0,256.8,321.0,803.0,15.7,1216.8
2001-02-01,122.0,126.0,86.0,158.0,153.9,173.1,229.1,156.1,136.4,159.6,86.9,258.0,68.5,308.8,246.6,161.0,235.2,197.0,556.2,328.6,995.1
2001-03-01,199.0,181.0,96.0,177.0,126.9,137.4,213.6,163.0,152.2,180.9,102.2,170.0,127.9,393.3,222.9,216.0,176.7,250.0,624.0,340.3,1112.6
2001-04-01,55.0,48.0,24.0,55.0,62.1,36.4,4.9,95.7,19.9,45.2,7.2,24.0,23.3,93.5,48.1,139.0,57.1,131.0,479.2,78.3,543.9
2001-05-01,9.0,24.0,2.0,26.0,22.6,11.5,0.0,10.3,12.1,15.7,8.4,165.0,13.5,81.5,42.1,25.0,54.0,25.0,214.3,110.7,456.7
2001-06-01,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.3,0.0,14.0,0.0,98.8,8.2,5.0,40.1,79.0,252.1,93.4,274.2
2001-07-01,109.0,4.0,17.0,14.0,18.0,17.4,0.0,12.9,19.4,21.3,16.9,10.0,12.6,61.5,39.1,19.0,33.3,22.0,282.3,123.6,797.8
2001-08-01,8.0,0.0,14.0,11.0,24.9,10.2,0.0,35.4,5.6,15.8,11.6,159.0,23.1,50.6,30.1,10.0,14.4,31.0,159.9,7.2,171.6
2001-09-01,25.0,22.0,24.0,35.0,17.0,20.6,0.0,2.2,8.0,18.9,10.0,6.0,4.0,94.4,25.8,93.0,102.2,80.0,297.0,105.0,412.4
2001-10-01,86.0,51.0,39.0,48.0,98.4,38.3,88.9,71.8,50.0,84.0,72.9,119.0,48.5,155.7,89.6,147.0,141.4,86.0,492.6,227.3,554.7
2001-11-01,231.0,64.0,60.0,76.0,67.8,96.8,84.9,75.4,77.4,81.3,64.2,181.0,81.1,230.1,89.7,83.0,75.3,242.0,530.5,212.2,836.0
2001-12-01,61.0,69.0,76.0,134.0,74.3,89.4,108.7,53.9,102.0,198.3,62.1,394.0,69.3,262.5,110.6,107.0,117.9,380.0,500.2,290.5,736.3
2002-01-01,214.0,156.0,139.0,155.0,102.5,134.5,184.6,100.9,90.6,128.0,126.3,354.0,114.3,212.7,119.2,29.0,303.2,362.0,455.0,166.7,568.7
2002-02-01,164.0,150.0,121.0,205.0,176.9,184.6,351.9,166.3,161.4,236.1,117.8,264.0,158.8,358.5,195.4,148.0,202.8,509.0,649.8,333.8,1087.7
2002-03-01,63.0,132.0,127.0,146.0,144.8,112.7,193.9,134.6,106.1,174.2,78.3,179.0,107.2,359.5,200.2,179.0,159.4,625.0,813.9,235.3,1071.5
2002-04-01,57.0,56.0,30.0,126.0,62.0,21.6,38.3,84.9,35.8,69.0,50.1,33.0,87.4,282.8,45.3,111.0,79.2,217.0,500.7,283.1,320.7
2002-05-01,6.0,30.0,3.0,33.0,8.3,16.2,6.8,0.0,6.6,13.7,5.8,111.0,15.0,43.1,32.4,24.0,52.2,11.0,456.5,82.0,668.6
2002-06-01,12.0,1.0,6.0,0.0,13.0,2.5,0.0,7.3,4.3,0.6,5.0,4.0,7.2,65.2,15.6,5.0,31.7,37.0,342.3,90.0,511.2
2002-07-01,0.0,16.0,12.0,26.0,34.8,27.1,0.8,59.6,46.6,27.8,62.7,0.0,32.2,144.1,69.3,20.0,82.3,33.0,431.0,77.4,265.6
2002-08-01,12.0,11.0,1.0,5.0,9.1,3.7,1.2,5.7,3.3,17.3,1.8,29.0,12.9,50.7,71.9,23.0,36.3,33.0,157.5,23.8,337.4
2002-09-01,48.0,23.0,10.0,37.0,25.4,10.3,17.3,18.2,10.9,62.3,2.5,19.0,27.4,121.5,36.0,143.0,56.5,79.0,283.9,80.2,390.1
2002-10-01,79.0,116.0,64.0,76.0,67.3,78.7,64.5,33.5,39.4,65.5,64.5,254.0,102.4,231.4,89.0,185.0,256.9,153.0,431.5,373.8,518.3
2002-11-01,93.0,92.0,80.0,87.0,92.8,97.8,142.0,53.2,91.6,108.4,52.1,166.0,108.0,193.5,108.5,124.0,140.2,115.0,401.9,228.2,711.5
2002-12-01,127.0,105.0,103.0,141.0,149.4,132.4,204.6,124.4,127.9,121.9,135.5,536.0,106.0,364.5,219.9,216.0,280.6,215.0,722.0,365.4,991.4
2003-01-01,100.0,153.0,178.0,129.0,120.4,163.9,217.0,119.7,114.4,167.2,96.9,312.0,168.2,310.4,163.1,167.0,227.6,371.0,527.0,308.6,1363.8
2003-02-01,118.0,124.0,96.0,132.0,142.6,135.5,218.6,146.9,108.7,164.4,74.3,142.0,239.4,333.9,185.3,249.0,276.9,316.0,885.9,289.0,870.3
2003-03-01,148.0,165.0,138.0,160.0,133.4,142.9,206.7,116.2,110.7,150.6,124.3,102.0,198.1,463.9,199.1,358.0,283.3,311.0,679.8,312.7,1081.7
2003-04-01,66.0,25.0,68.0,60.0,15.7,56.5,48.1,50.6,15.8,63.5,12.9,36.0,43.3,154.4,109.0,134.0,92.4,164.0,533.7,343.0,488.5
2003-05-01,4.0,4.0,3.0,19.0,10.3,2.0,0.0,13.2,4.4,16.4,4.3,189.0,6.3,70.8,18.6,31.0,90.9,59.0,377.7,205.3,264.6
2003-06-01,0.0,2.0,6.0,7.0,9.2,6.4,0.0,0.0,6.8,8.7,8.4,28.0,2.0,53.5,8.3,2.0,22.7,44.0,394.9,245.7,332.6
2003-07-01,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,1.2,11.0,0.4,39.8,5.9,14.0,4.2,62.0,315.7,40.8,371.2
2003-08-01,50.0,8.0,14.0,8.0,25.5,21.3,0.0,17.2,23.6,6.0,18.0,27.0,14.4,97.6,113.5,11.0,80.4,88.0,289.3,84.9,256.3
2003-09-01,23.0,29.0,17.0,2.0,4.8,3.7,0.0,11.5,4.0,17.1,1.0,186.0,18.6,88.8,71.6,86.0,20.9,52.0,377.6,40.7,148.2
2003-10-01,73.0,18.0,22.0,37.0,15.7,34.6,69.7,29.1,31.7,64.4,31.7,86.0,33.0,113.2,47.3,129.0,198.2,55.0,581.6,357.8,469.7
2003-11-01,24.0,29.0,11.0,27.0,17.8,23.1,29.9,31.5,18.3,50.2,32.5,108.0,112.0,135.5,49.4,164.0,86.5,194.0,473.3,139.5,604.9
2003-12-01,106.0,118.0,100.0,126.0,123.5,123.8,212.6,134.6,120.9,110.0,94.4,378.0,145.2,295.8,176.4,271.0,306.6,385.0,664.7,310.3,1145.6
2004-01-01,301.0,207.0,161.0,163.0,169.7,173.7,253.7,162.4,149.9,260.9,123.9,126.0,123.8,385.6,179.7,111.0,234.2,417.0,456.0,287.7,423.6
2004-02-01,158.0,119.0,109.0,191.0,106.5,125.8,298.4,77.8,109.2,175.4,87.2,198.0,134.1,320.2,153.4,173.0,194.1,316.0,571.0,192.9,803.5
2004-03-01,158.0,105.0,54.0,80.0,91.6,66.5,57.4,99.0,95.6,81.5,75.3,29.0,67.7,213.2,125.7,204.0,187.5,201.0,827.0,209.9,552.4
2004-04-01,43.0,50.0,35.0,47.0,28.5,21.0,6.8,24.0,15.8,51.2,14.2,174.0,47.9,159.6,24.9,101.0,143.1,70.0,675.0,293.5,655.4
2004-05-01,9.0,7.0,4.0,8.0,17.2,2.4,0.0,9.8,2.0,25.4,1.5,35.0,17.9,78.8,43.0,46.0,27.7,105.0,359.0,179.9,380.3
2004-06-01,3.0,4.0,5.0,7.0,28.2,20.5,0.0,4.1,16.4,10.2,30.6,2.0,3.0,43.7,19.7,3.0,21.5,25.0,314.0,51.2,464.3
2004-07-01,3.0,11.0,10.0,4.0,27.9,17.0,0.0,41.0,10.3,8.9,21.5,4.0,14.5,145.9,59.4,3.0,31.8,61.0,381.0,32.9,388.4
2004-08-01,15.0,16.0,18.0,12.0,14.7,9.0,0.0,45.1,6.9,16.9,10.3,4.0,12.4,92.5,44.3,10.0,30.2,195.0,248.0,88.2,248.4
2004-09-01,26.0,26.0,17.0,52.0,48.0,21.7,24.3,13.8,32.5,71.5,6.2,6.0,43.9,70.4,55.1,80.0,59.0,49.0,235.0,67.9,250.6
2004-10-01,48.0,18.0,30.0,29.0,55.4,25.6,61.8,26.3,25.9,57.2,39.9,78.0,46.9,141.4,122.8,135.0,174.8,141.0,427.0,64.1,698.1
2004-11-01,101.0,51.0,60.0,92.0,69.9,60.9,53.0,35.4,43.0,67.2,34.5,69.0,75.8,143.2,119.6,192.0,103.5,149.0,425.0,128.2,651.6
2004-12-01,123.0,173.0,110.0,98.0,91.3,87.9,192.5,111.5,94.3,164.0,78.7,212.0,171.7,225.8,94.6,286.0,183.7,263.0,518.0,153.2,838.4
2005-01-01,136.0,83.0,92.0,66.0,60.2,140.8,140.5,69.5,127.0,85.8,47.6,280.0,77.7,165.7,115.2,74.0,198.5,268.0,738.2,111.2,881.6
2005-02-01,126.0,303.0,141.0,179.0,147.4,108.5,131.8,142.9,76.9,130.3,97.0,133.0,97.9,313.8,133.2,157.0,155.9,332.0,574.9,168.8,557.3
2005-03-01,144.0,118.0,86.0,120.0,104.2,120.2,115.4,88.4,69.1,148.0,62.7,112.0,102.0,278.0,186.3,199.0,184.3,258.0,726.2,222.1,463.6
2005-04-01,44.0,52.0,15.0,45.0,36.7,33.1,7.9,27.5,29.6,52.0,20.8,58.0,28.7,146.6,95.9,127.0,80.4,143.0,670.3,366.6,308.0
2005-05-01,3.0,0.0,8.0,4.0,2.8,3.2,0.0,0.0,0.0,2.1,6.2,13.0,2.7,26.2,34.0,36.0,5.5,47.0,574.9,104.2,434.2
2005-06-01,1.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,57.0,0.0,2.0,7.4,0.0,1.8,3.0,397.5,33.2,642.1
2005-07-01,82.0,1.0,0.0,3.0,1.5,1.2,0.0,0.0,1.5,0.2,1.6,13.0,11.2,45.2,56.1,1.0,7.2,9.0,112.7,8.6,120.8
2005-08-01,26.0,2.0,8.0,0.0,5.6,4.0,0.0,1.0,3.7,4.3,1.9,20.0,2.1,14.0,10.5,22.0,45.2,13.0,330.2,22.6,275.2
2005-09-01,22.0,7.0,1.0,8.0,9.9,4.5,0.0,12.8,4.1,2.6,11.7,39.0,8.7,65.4,42.3,74.0,71.2,61.0,303.6,43.1,231.3
2005-10-01,35.0,65.0,56.0,48.0,27.5,39.1,37.4,14.2,18.0,74.2,10.9,108.0,31.5,188.2,70.8,88.0,105.5,148.0,554.7,231.0,1009.7
2005-11-01,123.0,80.0,74.0,75.0,77.7,59.3,116.3,33.2,50.5,101.5,51.1,70.0,66.9,137.5,21.5,126.0,67.3,121.0,524.4,344.8,483.0
2005-12-01,181.0,102.0,97.0,93.0,98.7,102.5,129.6,67.3,58.6,105.7,82.0,305.0,141.4,313.5,181.4,183.0,256.6,287.0,437.8,240.6,518.5
2006-01-01,278.0,261.0,148.0,151.0,172.6,203.4,273.4,176.0,170.7,163.7,111.8,336.0,183.0,335.6,173.9,217.0,336.7,500.0,735.6,172.0,773.9
2006-02-01,177.0,143.0,137.0,121.0,108.0,155.5,170.1,76.6,82.2,232.3,92.8,274.0,116.9,215.0,157.0,230.0,295.6,349.0,371.3,176.0,456.6
2006-03-01,168.0,179.0,67.0,93.0,161.5,145.9,169.4,96.4,125.0,95.6,68.9,170.0,103.9,381.2,196.8,255.0,208.3,228.0,729.1,269.0,647.5
2006-04-01,42.0,81.0,86.0,99.0,70.3,40.9,106.5,33.7,34.5,140.6,33.5,34.0,77.0,211.6,121.1,132.0,126.0,133.0,465.0,377.0,417.9
2006-05-01,16.0,0.0,0.0,3.0,0.4,0.2,0.0,0.0,0.0,1.1,0.0,5.0,0.0,35.0,7.6,15.0,68.2,146.0,170.9,115.0,103.0
2006-06-01,3.0,8.0,3.0,6.0,3.3,4.9,0.0,1.2,30.0,11.1,1.9,1.0,6.0,105.0,28.9,6.0,52.8,55.0,337.1,132.0,457.4
2006-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,36.5,4.5,37.0,15.3,37.0,116.1,30.0,368.9
2006-08-01,65.0,9.0,3.0,10.0,14.1,10.5,0.0,13.9,14.3,7.3,4.0,9.0,1.1,48.7,28.2,55.0,43.1,57.0,261.0,45.0,62.7
2006-09-01,16.0,10.0,15.0,22.0,6.6,6.5,0.0,0.8,4.2,3.3,8.6,54.0,2.1,43.1,17.8,156.0,36.2,85.0,244.3,101.0,165.7
2006-10-01,9.0,30.0,64.0,45.0,84.6,72.5,36.0,71.1,42.7,80.2,50.1,125.0,51.4,157.2,98.9,164.0,215.8,151.0,400.5,100.0,768.1
2006-11-01,91.0,77.0,97.0,111.0,88.3,67.8,87.6,73.9,69.7,101.3,64.6,154.0,87.8,204.3,102.0,65.0,219.1,237.0,379.5,156.0,716.3
2006-12-01,178.0,151.0,147.0,101.0,117.6,147.2,134.3,140.5,116.1,148.3,82.0,293.0,119.0,259.3,189.4,48.0,281.3,315.0,609.9,227.0,955.4
2007-01-01,176.0,117.0,85.0,116.0,129.5,140.8,234.5,150.4,102.7,172.6,56.8,254.0,75.6,365.5,279.7,135.0,150.1,243.0,756.2,187.7,954.2
2007-02-01,215.0,130.0,82.0,87.0,97.4,58.7,86.4,73.7,55.8,175.6,79.0,348.0,109.1,272.7,94.7,184.0,96.7,280.0,492.1,149.1,575.4
2007-03-01,255.0,291.0,100.0,174.0,107.6,107.3,227.8,153.7,135.8,226.5,82.6,592.0,151.6,494.9,187.2,267.0,335.7,253.0,439.8,241.0,664.0
2007-04-01,186.0,75.0,31.0,45.0,31.9,93.6,42.5,53.6,42.1,77.6,42.4,11.0,19.1,219.8,151.2,143.0,175.6,265.0,597.6,458.0,636.6
2007-05-01,41.0,21.0,8.0,5.0,9.9,5.8,0.0,11.3,7.6,14.1,4.6,75.0,7.0,87.7,31.7,19.0,53.5,117.0,291.5,172.0,320.8
2007-06-01,3.0,0.0,0.0,3.0,4.4,4.2,0.0,0.0,5.2,4.7,5.0,4.0,2.2,9.3,15.3,3.0,13.8,13.0,435.4,84.0,45.6
2007-07-01,0.0,9.0,1.0,9.0,5.1,4.0,0.0,0.0,1.7,4.8,1.9,72.0,7.8,62.5,11.8,27.0,35.9,34.0,364.6,9.0,775.4
2007-08-01,4.0,0.0,0.0,0.0,1.9,0.0,0.0,2.4,0.0,0.0,0.1,1.0,1.5,28.5,33.8,42.0,13.9,22.0,276.9,42.0,106.0
2007-09-01,18.0,43.0,4.0,15.0,2.5,1.0,0.0,0.0,4.9,4.0,0.0,37.0,1.0,68.6,12.6,75.0,56.5,44.0,210.7,82.0,68.1
2007-10-01,41.0,22.0,59.0,61.0,53.7,49.4,31.8,46.2,32.7,52.5,57.4,123.0,47.4,158.3,169.7,95.0,213.8,129.0,557.4,216.0,561.6
2007-11-01,61.0,66.0,54.0,77.0,50.7,74.0,123.8,32.1,66.9,99.7,61.0,149.0,84.1,146.6,55.6,125.0,149.1,66.0,341.5,122.0,1028.1
2007-12-01,156.0,139.0,97.0,74.0,75.3,88.4,162.3,111.9,83.3,102.7,74.3,64.0,174.5,238.6,107.0,156.0,145.0,251.0,460.7,200.0,843.8
2008-01-01,281.0,220.0,152.0,137.0,151.5,108.8,176.8,145.0,154.3,158.6,98.3,347.0,107.5,397.3,240.4,215.0,284.1,403.0,670.7,134.1,1145.8
2008-02-01,86.0,137.0,81.0,134.0,114.7,109.2,77.5,143.5,151.5,140.8,83.2,324.0,127.3,224.5,162.5,213.0,124.5,239.0,462.9,430.1,558.5
2008-03-01,103.0,102.0,106.0,118.0,62.6,64.4,121.7,83.8,61.5,128.3,72.2,113.0,109.4,232.5,153.9,231.0,172.9,234.0,716.8,201.0,782.6
2008-04-01,43.0,57.0,26.0,22.0,24.0,7.6,6.7,23.0,8.5,33.7,4.6,90.0,18.7,97.4,85.1,120.0,126.2,95.0,312.6,148.0,540.6
2008-05-01,6.0,4.0,14.0,7.0,8.4,8.7,5.0,1.6,5.9,12.9,7.1,101.0,8.4,75.9,14.2,71.0,37.0,54.0,341.2,119.0,322.1
2008-06-01,1.0,5.0,4.0,1.0,6.2,2.1,0.0,20.4,3.6,4.4,2.8,14.0,6.3,19.7,1.8,2.0,4.8,77.0,307.4,45.0,275.5
2008-07-01,0.0,0.0,0.0,5.0,5.9,4.1,0.0,0.0,6.2,4.9,6.1,27.0,5.6,14.2,12.0,3.0,11.1,20.0,249.9,36.0,469.4
2008-08-01,3.0,2.0,6.0,1.0,13.7,3.9,0.0,0.0,3.2,3.1,3.1,0.0,10.6,87.6,19.2,12.0,8.8,51.0,147.4,29.0,307.9
2008-09-01,10.0,21.0,15.0,3.0,6.4,13.9,15.4,2.5,9.8,17.0,3.9,192.0,5.5,22.1,36.6,146.0,76.7,35.0,409.1,41.0,335.5
2008-10-01,69.0,53.0,61.0,84.0,54.8,51.7,50.3,37.3,46.8,77.9,35.5,46.0,48.2,189.7,135.9,117.0,222.5,146.0,577.7,363.0,674.8
2008-11-01,70.0,15.0,31.0,62.0,87.1,90.2,84.5,40.4,64.1,78.3,91.2,70.0,93.3,158.8,91.5,133.0,135.9,64.0,347.1,353.0,328.2
2008-12-01,193.0,239.0,118.0,149.0,185.2,138.7,182.2,136.3,133.9,129.5,121.4,79.0,160.2,209.8,99.4,176.0,145.2,225.0,611.8,157.0,777.7
